row_id,timestamp,employee_id,greenhouse_id,action
363,2025-05-26T17:48:55,EMP6,GH1,IN
492,2025-05-26T18:08:22,EMP8,GH3,OUT
111,2025-05-26T19:22:58,EMP2,GH3,IN
491,2025-05-26T19:40:37,EMP8,GH3,IN
364,2025-05-26T19:58:42,EMP6,GH1,IN
427,2025-05-26T20:36:40,EMP7,GH1,OUT
609,2025-05-27T06:00:22,EMP10,GH3,IN
366,2025-05-27T06:42:06,EMP6,GH2,OUT
112,2025-05-27T07:04:30,EMP2,GH3,IN
367,2025-05-27T07:10:02,EMP6,GH2,OUT
300,2025-05-27T07:15:46,EMP5,GH1,OUT
555,2025-05-27T07:51:55,EMP9,GH1,IN
174,2025-05-27T08:09:56,EMP3,GH1,IN
429,2025-05-27T08:11:33,EMP7,GH1,IN
301,2025-05-27T08:17:13,EMP5,GH1,OUT
607,2025-05-27T08:50:23,EMP10,GH3,OUT
494,2025-05-27T09:18:24,EMP8,GH2,OUT
113,2025-05-27T11:10:40,EMP2,GH3,OUT
238,2025-05-27T11:29:49,EMP4,GH3,IN
49,2025-05-27T13:53:57,EMP1,GH1,OUT
239,2025-05-27T14:27:20,EMP4,GH3,IN
428,2025-05-27T14:35:59,EMP7,GH1,IN
175,2025-05-27T15:06:31,EMP3,GH1,IN
173,2025-05-27T17:08:54,EMP3,GH1,IN
302,2025-05-27T17:30:47,EMP5,GH1,OUT
51,2025-05-27T18:56:22,EMP1,GH1,IN
608,2025-05-27T19:07:10,EMP10,GH3,IN
556,2025-05-27T19:28:10,EMP9,GH1,OUT
50,2025-05-27T20:31:33,EMP1,GH1,IN
178,2025-05-28T06:47:45,EMP3,GH2,OUT
368,2025-05-28T09:09:17,EMP6,GH3,IN
305,2025-05-28T10:41:03,EMP5,GH2,IN
304,2025-05-28T10:52:26,EMP5,GH2,IN
558,2025-05-28T11:57:56,EMP9,GH3,OUT
240,2025-05-28T12:31:44,EMP4,GH2,OUT
303,2025-05-28T12:37:12,EMP5,GH2,OUT
176,2025-05-28T13:43:21,EMP3,GH2,IN
52,2025-05-28T13:55:34,EMP1,GH3,IN
431,2025-05-28T14:01:54,EMP7,GH2,IN
495,2025-05-28T15:00:45,EMP8,GH2,IN
557,2025-05-28T15:02:07,EMP9,GH3,OUT
114,2025-05-28T15:24:44,EMP2,GH1,OUT
430,2025-05-28T16:51:34,EMP7,GH2,OUT
612,2025-05-28T17:28:00,EMP10,GH3,OUT
610,2025-05-28T19:58:26,EMP10,GH3,IN
177,2025-05-28T20:00:34,EMP3,GH2,IN
611,2025-05-28T20:31:16,EMP10,GH3,OUT
496,2025-05-29T06:14:50,EMP8,GH3,IN
307,2025-05-29T06:16:28,EMP5,GH3,OUT
497,2025-05-29T07:45:34,EMP8,GH3,OUT
559,2025-05-29T09:49:25,EMP9,GH1,OUT
614,2025-05-29T10:06:06,EMP10,GH2,IN
432,2025-05-29T10:25:33,EMP7,GH3,IN
241,2025-05-29T10:41:34,EMP4,GH2,IN
369,2025-05-29T10:54:34,EMP6,GH2,OUT
116,2025-05-29T11:30:47,EMP2,GH3,OUT
53,2025-05-29T12:18:02,EMP1,GH1,IN
370,2025-05-29T13:46:12,EMP6,GH2,IN
308,2025-05-29T15:34:16,EMP5,GH3,OUT
115,2025-05-29T16:15:24,EMP2,GH3,OUT
613,2025-05-29T16:21:55,EMP10,GH2,OUT
54,2025-05-29T16:41:48,EMP1,GH1,OUT
242,2025-05-29T17:13:31,EMP4,GH2,OUT
179,2025-05-29T18:11:33,EMP3,GH2,IN
433,2025-05-29T18:56:23,EMP7,GH3,IN
117,2025-05-29T19:35:43,EMP2,GH3,IN
434,2025-05-29T20:00:05,EMP7,GH3,IN
306,2025-05-29T20:05:25,EMP5,GH3,OUT
55,2025-05-29T20:48:40,EMP1,GH1,OUT
181,2025-05-30T06:11:59,EMP3,GH1,IN
561,2025-05-30T06:53:45,EMP9,GH1,OUT
615,2025-05-30T07:31:35,EMP10,GH2,OUT
119,2025-05-30T08:33:11,EMP2,GH2,OUT
371,2025-05-30T09:19:58,EMP6,GH2,IN
120,2025-05-30T09:26:08,EMP2,GH2,IN
437,2025-05-30T09:52:11,EMP7,GH3,OUT
498,2025-05-30T10:02:20,EMP8,GH2,OUT
500,2025-05-30T10:29:39,EMP8,GH2,IN
180,2025-05-30T10:43:08,EMP3,GH1,IN
245,2025-05-30T11:18:52,EMP4,GH2,OUT
243,2025-05-30T12:30:17,EMP4,GH2,OUT
310,2025-05-30T13:09:28,EMP5,GH2,IN
244,2025-05-30T13:13:43,EMP4,GH2,IN
560,2025-05-30T13:40:05,EMP9,GH1,OUT
562,2025-05-30T14:26:31,EMP9,GH1,OUT
309,2025-05-30T14:40:30,EMP5,GH2,IN
436,2025-05-30T14:51:42,EMP7,GH3,OUT
118,2025-05-30T15:08:54,EMP2,GH2,OUT
499,2025-05-30T16:52:23,EMP8,GH2,OUT
57,2025-05-30T18:26:12,EMP1,GH1,IN
616,2025-05-30T19:29:46,EMP10,GH2,OUT
56,2025-05-30T19:40:15,EMP1,GH1,IN
435,2025-05-30T20:36:20,EMP7,GH3,IN
59,2025-05-31T06:08:26,EMP1,GH3,IN
618,2025-05-31T06:53:04,EMP10,GH3,IN
374,2025-05-31T07:11:51,EMP6,GH1,OUT
121,2025-05-31T07:21:42,EMP2,GH1,IN
372,2025-05-31T08:37:32,EMP6,GH1,IN
438,2025-05-31T09:40:52,EMP7,GH1,IN
182,2025-05-31T09:41:05,EMP3,GH2,OUT
563,2025-05-31T11:29:40,EMP9,GH1,OUT
311,2025-05-31T11:43:57,EMP5,GH1,OUT
565,2025-05-31T11:45:52,EMP9,GH1,IN
617,2025-05-31T12:02:07,EMP10,GH3,IN
312,2025-05-31T12:13:06,EMP5,GH1,IN
564,2025-05-31T12:48:53,EMP9,GH1,OUT
58,2025-05-31T12:57:14,EMP1,GH3,IN
246,2025-05-31T14:13:13,EMP4,GH2,OUT
373,2025-05-31T15:30:55,EMP6,GH1,OUT
440,2025-05-31T15:51:46,EMP7,GH1,IN
619,2025-05-31T16:04:33,EMP10,GH3,IN
439,2025-05-31T16:17:18,EMP7,GH1,IN
183,2025-05-31T17:02:28,EMP3,GH2,OUT
501,2025-05-31T18:41:41,EMP8,GH1,IN
